ID PUMA,PUMA,ID Year,Year,ygopop RCA,Record Count,Slug PUMA,PUMS Occupation,ID PUMS Occupation,Slug PUMS Occupation
"79500US0400700","Yuma City PUMA, AZ",2017,"2017",1.1295396488894738,5,"yuma-city-puma-az","Social workers","211020","social-workers"
"79500US0500500","Craighead (West), Greene, Randolph, Lawrence & Clay Counties PUMA, AR",2017,"2017",0.8921697330125673,5,"craighead-west-greene-randolph-lawrence-clay-counties-puma-ar","Social workers","211020","social-workers"
"79500US0500700","St. Francis, Poinsett, Phillips, Cross, Lee & Monroe Counties PUMA, AR",2017,"2017",1.3312242766892894,6,"st-francis-poinsett-phillips-cross-lee-monroe-counties-puma-ar","Social workers","211020","social-workers"
"79500US0501100","Faulkner & Lonoke Counties PUMA, AR",2017,"2017",1.5062079928195256,5,"faulkner-lonoke-counties-puma-ar","Social workers","211020","social-workers"
"79500US0501700","Jefferson, Grant & Arkansas (Northwest) Counties PUMA, AR",2017,"2017",1.016677420895985,5,"jefferson-grant-arkansas-northwest-counties-puma-ar","Social workers","211020","social-workers"
"79500US0600101","Berkeley & Albany Cities PUMA, CA",2017,"2017",1.150701581953384,8,"berkeley-albany-cities-puma-ca","Social workers","211020","social-workers"
"79500US0600102","Oakland (Northwest) & Emeryville Cities PUMA, CA",2017,"2017",1.1787161136304416,9,"oakland-northwest-emeryville-cities-puma-ca","Social workers","211020","social-workers"
"79500US0600103","Oakland (East) & Piedmont Cities PUMA, CA",2017,"2017",1.7266821962696872,7,"oakland-east-piedmont-cities-puma-ca","Social workers","211020","social-workers"
"79500US0600104","Oakland City (South Central) PUMA, CA",2017,"2017",0.9018657260096893,5,"oakland-city-south-central-puma-ca","Social workers","211020","social-workers"
"79500US0600105","San Leandro, Alameda & Oakland (Southwest) Cities PUMA, CA",2017,"2017",2.6622787369549914,14,"san-leandro-alameda-oakland-southwest-cities-puma-ca","Social workers","211020","social-workers"
"79500US0600106","Castro Valley, San Lorenzo & Ashland PUMA, CA",2017,"2017",1.254529951053232,5,"castro-valley-san-lorenzo-ashland-puma-ca","Social workers","211020","social-workers"
"79500US0600300","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties PUMA, CA",2017,"2017",1.1563017830249742,7,"alpine-amador-calaveras-inyo-mariposa-mono-tuolumne-counties-puma-ca","Social workers","211020","social-workers"
"79500US0600701","Chico City PUMA, CA",2017,"2017",1.9100939413437406,8,"chico-city-puma-ca","Social workers","211020","social-workers"
"79500US0601302","Richmond (North), Hercules & El Cerrito Cites PUMA, CA",2017,"2017",1.7873120288443005,7,"richmond-north-hercules-el-cerrito-cites-puma-ca","Social workers","211020","social-workers"
"79500US0601303","Concord (West), Martinez & Pleasant Hill Cities PUMA, CA",2017,"2017",1.4995155017020871,5,"concord-west-martinez-pleasant-hill-cities-puma-ca","Social workers","211020","social-workers"
"79500US0601307","Pittsburg & Concord (North & East) Cities PUMA, CA",2017,"2017",2.8219037503372597,7,"pittsburg-concord-north-east-cities-puma-ca","Social workers","211020","social-workers"
"79500US0601500","Del Norte, Lassen, Modoc, Plumas & Siskiyou Counties PUMA, CA",2017,"2017",1.4819967193387595,10,"del-norte-lassen-modoc-plumas-siskiyou-counties-puma-ca","Social workers","211020","social-workers"
"79500US0601902","Fresno City (North) PUMA, CA",2017,"2017",1.477085471598222,7,"fresno-city-north-puma-ca","Social workers","211020","social-workers"
"79500US0601904","Fresno City (Southwest) PUMA, CA",2017,"2017",1.1618464815805662,8,"fresno-city-southwest-puma-ca","Social workers","211020","social-workers"
"79500US0602500","El Centro City PUMA, CA",2017,"2017",1.5047322736092419,5,"el-centro-city-puma-ca","Social workers","211020","social-workers"
"79500US0602905","Ridgecrest, Arvin, Tehachapi & California City Cities PUMA, CA",2017,"2017",1.3034581134222545,5,"ridgecrest-arvin-tehachapi-california-city-cities-puma-ca","Social workers","211020","social-workers"
"79500US0603701","Castaic PUMA, CA",2017,"2017",0.7078766261129844,5,"castaic-puma-ca","Social workers","211020","social-workers"
"79500US0603702","Santa Clarita City PUMA, CA",2017,"2017",1.870987357827754,12,"santa-clarita-city-puma-ca","Social workers","211020","social-workers"
"79500US0603703","Lancaster City PUMA, CA",2017,"2017",0.9873252361914066,6,"lancaster-city-puma-ca","Social workers","211020","social-workers"
"79500US0603705","LA City (Northwest/Chatsworth & Porter Ranch) PUMA, CA",2017,"2017",2.0631602866264003,11,"la-city-northwestchatsworth-porter-ranch-puma-ca","Social workers","211020","social-workers"
"79500US0603706","LA City (North Central/Granada Hills & Sylmar) PUMA, CA",2017,"2017",1.675772466878154,7,"la-city-north-centralgranada-hills-sylmar-puma-ca","Social workers","211020","social-workers"
"79500US0603707","LA (North Central/Arleta & Pacoima) & San Fernando Cities PUMA, CA",2017,"2017",0.9276576868517089,5,"la-north-centralarleta-pacoima-san-fernando-cities-puma-ca","Social workers","211020","social-workers"
"79500US0603709","San Gabriel Valley Region (North) PUMA, CA",2017,"2017",2.8292018964777954,7,"san-gabriel-valley-region-north-puma-ca","Social workers","211020","social-workers"
"79500US0603715","West Covina City PUMA, CA",2017,"2017",0.8559612743424899,6,"west-covina-city-puma-ca","Social workers","211020","social-workers"
"79500US0603717","Arcadia, San Gabriel & Temple City Cities PUMA, CA",2017,"2017",1.6237232255929481,8,"arcadia-san-gabriel-temple-city-cities-puma-ca","Social workers","211020","social-workers"
"79500US0603719","Glendale City PUMA, CA",2017,"2017",1.138282150265121,9,"glendale-city-puma-ca","Social workers","211020","social-workers"
"79500US0603724","LA City (Northwest/Encino & Tarzana) PUMA, CA",2017,"2017",0.7779687599556578,6,"la-city-northwestencino-tarzana-puma-ca","Social workers","211020","social-workers"
"79500US0603725","LA City (Northwest/Canoga Park, Winnetka & Woodland Hills) PUMA, CA",2017,"2017",0.5548098355780098,5,"la-city-northwestcanoga-park-winnetka-woodland-hills-puma-ca","Social workers","211020","social-workers"
"79500US0603727","LA City (Central/Pacific Palisades) PUMA, CA",2017,"2017",1.5390892584216354,6,"la-city-centralpacific-palisades-puma-ca","Social workers","211020","social-workers"
"79500US0603734","LA City (East Central/Silver Lake, Echo Park & Westlake) PUMA, CA",2017,"2017",1.5161363064215583,13,"la-city-east-centralsilver-lake-echo-park-westlake-puma-ca","Social workers","211020","social-workers"
"79500US0603735","LA City (Mount Washington, Highland Park & Glassell Park) PUMA, CA",2017,"2017",2.051002542404406,16,"la-city-mount-washington-highland-park-glassell-park-puma-ca","Social workers","211020","social-workers"
"79500US0603736","Alhambra & South Pasadena Cities PUMA, CA",2017,"2017",2.087208722618243,10,"alhambra-south-pasadena-cities-puma-ca","Social workers","211020","social-workers"
"79500US0603739","Whittier City & Hacienda Heights PUMA, CA",2017,"2017",1.8411802855375141,12,"whittier-city-hacienda-heights-puma-ca","Social workers","211020","social-workers"
"79500US0603740","Pico Rivera & Montebello Cities PUMA, CA",2017,"2017",1.1132766060548915,5,"pico-rivera-montebello-cities-puma-ca","Social workers","211020","social-workers"
"79500US0603741","Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities PUMA, CA",2017,"2017",0.8885145782299549,5,"bell-gardens-bell-maywood-cudahy-commerce-cities-puma-ca","Social workers","211020","social-workers"
"79500US0603743","East Los Angeles PUMA, CA",2017,"2017",1.0312807562458608,5,"east-los-angeles-puma-ca","Social workers","211020","social-workers"
"79500US0603744","LA City (East Central/Central City & Boyle Heights) PUMA, CA",2017,"2017",1.12528163789652,8,"la-city-east-centralcentral-city-boyle-heights-puma-ca","Social workers","211020","social-workers"
"79500US0603747","LA City (Central/West Adams & Baldwin Hills) PUMA, CA",2017,"2017",1.8342881897052994,7,"la-city-centralwest-adams-baldwin-hills-puma-ca","Social workers","211020","social-workers"
"79500US0603749","Inglewood City PUMA, CA",2017,"2017",1.254400391397871,5,"inglewood-city-puma-ca","Social workers","211020","social-workers"
"79500US0603750","LA City (South Central/Westmont) PUMA, CA",2017,"2017",1.6941185717030782,8,"la-city-south-centralwestmont-puma-ca","Social workers","211020","social-workers"
"79500US0603751","LA City (South Central/Watts) PUMA, CA",2017,"2017",1.03642283083586,6,"la-city-south-centralwatts-puma-ca","Social workers","211020","social-workers"
"79500US0603753","Downey City PUMA, CA",2017,"2017",2.2019871054929454,7,"downey-city-puma-ca","Social workers","211020","social-workers"
"79500US0603756","Bellflower & Paramount Cities PUMA, CA",2017,"2017",1.1356027032437284,5,"bellflower-paramount-cities-puma-ca","Social workers","211020","social-workers"
"79500US0603763","Long Beach City (North) PUMA, CA",2017,"2017",0.8426228983469694,5,"long-beach-city-north-puma-ca","Social workers","211020","social-workers"
"79500US0603764","Lakewood, Cerritos, Artesia & Hawaiian Gardens Cities PUMA, CA",2017,"2017",1.2901328513238586,8,"lakewood-cerritos-artesia-hawaiian-gardens-cities-puma-ca","Social workers","211020","social-workers"
"79500US0603766","Long Beach City (Southwest & Port) PUMA, CA",2017,"2017",1.9723071897303432,7,"long-beach-city-southwest-port-puma-ca","Social workers","211020","social-workers"
"79500US0603767","LA City (South/San Pedro) PUMA, CA",2017,"2017",1.2755066269420838,7,"la-city-southsan-pedro-puma-ca","Social workers","211020","social-workers"
"79500US0604102","San Rafael (South), Mill Valley & Sausalito Cities PUMA, CA",2017,"2017",1.0837119771550365,5,"san-rafael-south-mill-valley-sausalito-cities-puma-ca","Social workers","211020","social-workers"
"79500US0604702","Merced & Atwater Cities PUMA, CA",2017,"2017",0.8507344053624818,5,"merced-atwater-cities-puma-ca","Social workers","211020","social-workers"
"79500US0605301","Seaside, Monterey, Marina & Pacific Grove Cities PUMA, CA",2017,"2017",1.1207562798559023,8,"seaside-monterey-marina-pacific-grove-cities-puma-ca","Social workers","211020","social-workers"
"79500US0605302","Salinas City PUMA, CA",2017,"2017",0.6406816597556942,5,"salinas-city-puma-ca","Social workers","211020","social-workers"
"79500US0605303","Monterey (South & East) & San Benito Counties PUMA, CA",2017,"2017",1.1951934782946003,5,"monterey-south-east-san-benito-counties-puma-ca","Social workers","211020","social-workers"
"79500US0605500","Napa City PUMA, CA",2017,"2017",2.4144782412722963,11,"napa-city-puma-ca","Social workers","211020","social-workers"
"79500US0605901","San Clemente, Laguna Niguel & San Juan Capistrano Cities PUMA, CA",2017,"2017",0.9662812278785895,5,"san-clemente-laguna-niguel-san-juan-capistrano-cities-puma-ca","Social workers","211020","social-workers"
"79500US0605906","Yorba Linda, La Habra & Brea Cities PUMA, CA",2017,"2017",0.7544137515011081,6,"yorba-linda-la-habra-brea-cities-puma-ca","Social workers","211020","social-workers"
"79500US0605907","Fullerton & Placentia Cities PUMA, CA",2017,"2017",1.2044670701890874,8,"fullerton-placentia-cities-puma-ca","Social workers","211020","social-workers"
"79500US0606502","Cathedral City, Palm Springs & Rancho Mirage Cities PUMA, CA",2017,"2017",1.4558789962119372,12,"cathedral-city-palm-springs-rancho-mirage-cities-puma-ca","Social workers","211020","social-workers"
"79500US0606505","Menifee, Lake Elsinore & Canyon Lake Cities PUMA, CA",2017,"2017",0.7444081410227001,6,"menifee-lake-elsinore-canyon-lake-cities-puma-ca","Social workers","211020","social-workers"
"79500US0606508","Moreno Valley City PUMA, CA",2017,"2017",1.243812406955362,9,"moreno-valley-city-puma-ca","Social workers","211020","social-workers"
"79500US0606511","Riverside City (West) PUMA, CA",2017,"2017",1.49887992478818,8,"riverside-city-west-puma-ca","Social workers","211020","social-workers"
"79500US0606706","Sacramento City (North), Antelope & Rio Linda PUMA, CA",2017,"2017",1.3528725893948443,5,"sacramento-city-north-antelope-rio-linda-puma-ca","Social workers","211020","social-workers"
"79500US0606707","Sacramento City (Central/Downtown & Midtown) PUMA, CA",2017,"2017",1.399317464825948,6,"sacramento-city-centraldowntown-midtown-puma-ca","Social workers","211020","social-workers"
"79500US0606709","Sacramento City (Southwest/Pocket, Meadowview & North Laguna) PUMA, CA",2017,"2017",1.5131997942269686,7,"sacramento-city-southwestpocket-meadowview-north-laguna-puma-ca","Social workers","211020","social-workers"
"79500US0606710","Elk Grove City PUMA, CA",2017,"2017",2.6644680567448265,10,"elk-grove-city-puma-ca","Social workers","211020","social-workers"
"79500US0607106","Colton, Loma Linda & Grand Terrace Cities PUMA, CA",2017,"2017",1.670119157007266,6,"colton-loma-linda-grand-terrace-cities-puma-ca","Social workers","211020","social-workers"
"79500US0607111","Rancho Cucamonga City PUMA, CA",2017,"2017",1.1393252821076736,6,"rancho-cucamonga-city-puma-ca","Social workers","211020","social-workers"
"79500US0607313","El Cajon & Santee Cities PUMA, CA",2017,"2017",0.9661642366313099,7,"el-cajon-santee-cities-puma-ca","Social workers","211020","social-workers"
"79500US0607316","San Diego City (Central/Centre City & Balboa Park) PUMA, CA",2017,"2017",1.285103275741828,7,"san-diego-city-centralcentre-city-balboa-park-puma-ca","Social workers","211020","social-workers"
"79500US0607317","San Diego City (Central/Mid-City) PUMA, CA",2017,"2017",1.5160324425657783,6,"san-diego-city-centralmid-city-puma-ca","Social workers","211020","social-workers"
"79500US0607318","San Diego City (Southeast/Encanto & Skyline) PUMA, CA",2017,"2017",1.0122002912739811,7,"san-diego-city-southeastencanto-skyline-puma-ca","Social workers","211020","social-workers"
"79500US0607322","San Diego City (South/Otay Mesa & South Bay) PUMA, CA",2017,"2017",1.3702699326438124,6,"san-diego-city-southotay-mesa-south-bay-puma-ca","Social workers","211020","social-workers"
"79500US0607506","Sunset District (South) PUMA, CA",2017,"2017",1.9867168258475814,7,"sunset-district-south-puma-ca","Social workers","211020","social-workers"
"79500US0607701","Stockton City (North) PUMA, CA",2017,"2017",2.044822631326731,12,"stockton-city-north-puma-ca","Social workers","211020","social-workers"
"79500US0607703","Tracy, Manteca & Lathrop Cities PUMA, CA",2017,"2017",1.0358043291218997,6,"tracy-manteca-lathrop-cities-puma-ca","Social workers","211020","social-workers"
"79500US0607704","Lodi, Ripon & Escalon Cities PUMA, CA",2017,"2017",1.0130322083409713,5,"lodi-ripon-escalon-cities-puma-ca","Social workers","211020","social-workers"
"79500US0607901","Coastal Region PUMA, CA",2017,"2017",1.6491416630095728,9,"coastal-region-puma-ca","Social workers","211020","social-workers"
"79500US0608101","Daly City, Pacifica Cities & Colma Town PUMA, CA",2017,"2017",1.9130775253169727,5,"daly-city-pacifica-cities-colma-town-puma-ca","Social workers","211020","social-workers"
"79500US0608104","San Mateo (South) & Half Moon Bay Cities PUMA, CA",2017,"2017",1.3090513621277564,6,"san-mateo-south-half-moon-bay-cities-puma-ca","Social workers","211020","social-workers"
"79500US0608301","Santa Maria City & Orcutt PUMA, CA",2017,"2017",1.2123236875409646,6,"santa-maria-city-orcutt-puma-ca","Social workers","211020","social-workers"
"79500US0608303","South Coast Region PUMA, CA",2017,"2017",1.129973659041385,9,"south-coast-region-puma-ca","Social workers","211020","social-workers"
"79500US0608503","San Jose (Northwest) & Santa Clara Cities PUMA, CA",2017,"2017",1.1338669272401782,5,"san-jose-northwest-santa-clara-cities-puma-ca","Social workers","211020","social-workers"
"79500US0608509","San Jose City (Northwest) PUMA, CA",2017,"2017",0.7354980816685457,5,"san-jose-city-northwest-puma-ca","Social workers","211020","social-workers"
"79500US0608512","San Jose City (Southwest/Almaden Valley) PUMA, CA",2017,"2017",1.150079426641448,5,"san-jose-city-southwestalmaden-valley-puma-ca","Social workers","211020","social-workers"
"79500US0608513","San Jose City (Southeast/Evergreen) PUMA, CA",2017,"2017",0.8871205133446631,5,"san-jose-city-southeastevergreen-puma-ca","Social workers","211020","social-workers"
"79500US0608702","Santa Cruz City PUMA, CA",2017,"2017",2.879797377898969,9,"santa-cruz-city-puma-ca","Social workers","211020","social-workers"
"79500US0608900","Redding City PUMA, CA",2017,"2017",1.3764470830667874,9,"redding-city-puma-ca","Social workers","211020","social-workers"
"79500US0609503","Vacaville & Dixon Cities PUMA, CA",2017,"2017",2.6609297494380297,11,"vacaville-dixon-cities-puma-ca","Social workers","211020","social-workers"
"79500US0609702","Petaluma, Rohnert Park & Cotati Cities PUMA, CA",2017,"2017",1.7610640296989113,5,"petaluma-rohnert-park-cotati-cities-puma-ca","Social workers","211020","social-workers"
"79500US0609703","Santa Rosa City PUMA, CA",2017,"2017",0.8480406853766889,5,"santa-rosa-city-puma-ca","Social workers","211020","social-workers"
"79500US0609903","Turlock, Riverbank, Oakdale & Waterford Cities PUMA, CA",2017,"2017",1.3274537706896579,10,"turlock-riverbank-oakdale-waterford-cities-puma-ca","Social workers","211020","social-workers"
"79500US0610100","Yuba City PUMA, CA",2017,"2017",1.1833778515672952,5,"yuba-city-puma-ca","Social workers","211020","social-workers"
"79500US0611104","San Buenaventura (Ventura) City PUMA, CA",2017,"2017",2.6838150132809107,9,"san-buenaventura-ventura-city-puma-ca","Social workers","211020","social-workers"
"79500US0800100","Eastern Plains Region PUMA, CO",2017,"2017",1.8206632003232044,11,"eastern-plains-region-puma-co","Social workers","211020","social-workers"
"79500US0800300","Greeley, Windsor & Evans Cities PUMA, CO",2017,"2017",0.45977230118437185,5,"greeley-windsor-evans-cities-puma-co","Social workers","211020","social-workers"
"79500US0800700","Pueblo City & Pueblo West PUMA, CO",2017,"2017",2.231335905846761,12,"pueblo-city-pueblo-west-puma-co","Social workers","211020","social-workers"
"79500US0800803","Boulder City PUMA, CO",2017,"2017",1.1449858165709044,5,"boulder-city-puma-co","Social workers","211020","social-workers"
"79500US0800809","Aurora City (North Central) PUMA, CO",2017,"2017",1.4002521176892828,7,"aurora-city-north-central-puma-co","Social workers","211020","social-workers"
"79500US0800810","Aurora City (Northwest) PUMA, CO",2017,"2017",2.39093258013786,7,"aurora-city-northwest-puma-co","Social workers","211020","social-workers"
"79500US0800812","Denver City (Northeast) PUMA, CO",2017,"2017",2.148011957476208,8,"denver-city-northeast-puma-co","Social workers","211020","social-workers"
"79500US0800814","Denver City (South Central) PUMA, CO",2017,"2017",1.9840306974358328,5,"denver-city-south-central-puma-co","Social workers","211020","social-workers"
"79500US0800819","Lakewood City (South) & Dakota Ridge PUMA, CO",2017,"2017",1.059988693099655,6,"lakewood-city-south-dakota-ridge-puma-co","Social workers","211020","social-workers"
"79500US0800823","Parker Town & The Pinery PUMA, CO",2017,"2017",1.294880377469995,5,"parker-town-the-pinery-puma-co","Social workers","211020","social-workers"
"79500US0800900","La Plata, Montezuma, Gunnison, Archuleta, Dolores, Hinsdale & San Juan Counties PUMA, CO",2017,"2017",0.7108059080473853,6,"la-plata-montezuma-gunnison-archuleta-dolores-hinsdale-san-juan-counties-puma-co","Social workers","211020","social-workers"
"79500US0900102","Stamford & Greenwich Towns PUMA, CT",2017,"2017",0.8148099685350358,5,"stamford-greenwich-towns-puma-ct","Social workers","211020","social-workers"
"79500US0900104","Bridgeport Town PUMA, CT",2017,"2017",2.294430327655763,8,"bridgeport-town-puma-ct","Social workers","211020","social-workers"
"79500US0900105","Stratford, Shelton, Trumbull, Newtown & Monroe Towns PUMA, CT",2017,"2017",1.5575378178595953,12,"stratford-shelton-trumbull-newtown-monroe-towns-puma-ct","Social workers","211020","social-workers"
"79500US0900301","Manchester & East Hartford Towns PUMA, CT",2017,"2017",2.5402907276150963,10,"manchester-east-hartford-towns-puma-ct","Social workers","211020","social-workers"
"79500US0900302","Hartford Town PUMA, CT",2017,"2017",1.3116712675894677,6,"hartford-town-puma-ct","Social workers","211020","social-workers"
"79500US0900303","West Hartford, Farmington, Simsbury, Bloomfield, Avon & Canton Towns PUMA, CT",2017,"2017",2.2379565202570824,16,"west-hartford-farmington-simsbury-bloomfield-avon-canton-towns-puma-ct","Social workers","211020","social-workers"
"79500US0900305","New Britain, Berlin & Plainville Towns PUMA, CT",2017,"2017",1.0548980194088913,5,"new-britain-berlin-plainville-towns-puma-ct","Social workers","211020","social-workers"
"79500US0900306","Glastonbury, Newington, Wethersfield, Rocky Hill & Marlborough Towns PUMA, CT",2017,"2017",1.1893647973564054,5,"glastonbury-newington-wethersfield-rocky-hill-marlborough-towns-puma-ct","Social workers","211020","social-workers"
"79500US0900500","Litchfield County PUMA, CT",2017,"2017",1.6723257045252575,12,"litchfield-county-puma-ct","Social workers","211020","social-workers"
"79500US0900700","Middlesex County PUMA, CT",2017,"2017",2.2184736571774,9,"middlesex-county-puma-ct","Social workers","211020","social-workers"
"79500US0900901","Waterbury Town PUMA, CT",2017,"2017",1.822232037905463,5,"waterbury-town-puma-ct","Social workers","211020","social-workers"
"79500US0900902","Meriden, Wallingford & North Haven Towns PUMA, CT",2017,"2017",1.2638741619796112,5,"meriden-wallingford-north-haven-towns-puma-ct","Social workers","211020","social-workers"
"79500US0900903","Hamden, Ansonia, Seymour, Derby, Woodbridge & Bethany Towns PUMA, CT",2017,"2017",0.9508782563635767,5,"hamden-ansonia-seymour-derby-woodbridge-bethany-towns-puma-ct","Social workers","211020","social-workers"
"79500US0900905","New Haven Town PUMA, CT",2017,"2017",1.1354987055603873,5,"new-haven-town-puma-ct","Social workers","211020","social-workers"
"79500US0900906","East Haven, Branford, Guilford, Madison & North Branford Towns PUMA, CT",2017,"2017",2.5867167725775833,13,"east-haven-branford-guilford-madison-north-branford-towns-puma-ct","Social workers","211020","social-workers"
"79500US0901100","New London County (North) PUMA, CT",2017,"2017",1.4894511284252592,7,"new-london-county-north-puma-ct","Social workers","211020","social-workers"
"79500US0901101","New London County (South) PUMA, CT",2017,"2017",1.3389412937229728,7,"new-london-county-south-puma-ct","Social workers","211020","social-workers"
"79500US0901300","Tolland County PUMA, CT",2017,"2017",1.3641393862038982,7,"tolland-county-puma-ct","Social workers","211020","social-workers"
"79500US1000102","Hockessin PUMA, DE",2017,"2017",1.7753094720690767,6,"hockessin-puma-de","Social workers","211020","social-workers"
"79500US1000104","Middletown Town, Bear & Glasgow PUMA, DE",2017,"2017",1.1828887756246238,5,"middletown-town-bear-glasgow-puma-de","Social workers","211020","social-workers"
"79500US1000300","Sussex County PUMA, DE",2017,"2017",1.8952065360593067,10,"sussex-county-puma-de","Social workers","211020","social-workers"
"79500US1100103","District of Columbia (Northeast) PUMA, DC",2017,"2017",1.5629611120195057,7,"district-of-columbia-northeast-puma-dc","Social workers","211020","social-workers"
"79500US1100104","District of Columbia (East) PUMA, DC",2017,"2017",1.5502743886653916,6,"district-of-columbia-east-puma-dc","Social workers","211020","social-workers"
"79500US1200500","Walton, Washington, Holmes & Bay Counties PUMA, FL",2017,"2017",0.7526427280491537,5,"walton-washington-holmes-bay-counties-puma-fl","Social workers","211020","social-workers"
"79500US1201101","Coral Springs & Parkland Cities PUMA, FL",2017,"2017",1.2909707083250674,8,"coral-springs-parkland-cities-puma-fl","Social workers","211020","social-workers"
"79500US1201104","Pompano Beach (South) & Fort Lauderdale (Northeast) Cities PUMA, FL",2017,"2017",1.0232315325557717,5,"pompano-beach-south-fort-lauderdale-northeast-cities-puma-fl","Social workers","211020","social-workers"
"79500US1201701","Citrus County PUMA, FL",2017,"2017",1.0025959811976566,6,"citrus-county-puma-fl","Social workers","211020","social-workers"
